DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
0.85                                    7455.0629625
0.86                                    11739.5259835
0.87                                    14329.2904632
0.88                                    11626.2534872
0.89                                    13146.8734035
0.9                                     13086.5052594
0.91                                    11548.3691708
0.92                                    12926.3363221
0.93                                    12120.2748946
0.94                                    10422.2257448
0.95                                    9681.8803454
0.96                                    9702.7049117
0.97                                    8705.0472695
0.98                                    11174.3493323
0.99                                    10855.8867731
1.0                                     11692.8834466


# Coordination Number Distribution
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    20.0371301
0.02                                    24.4150793
0.03                                    21.3543133
0.04                                    21.5489753
0.05                                    29.4080427
0.06                                    25.6556422
0.07                                    26.4523851
0.08                                    25.0413479
0.09                                    25.975351
0.1                                     23.1090251
0.11                                    30.0563369
0.12                                    31.0033328
0.13                                    21.5497049
0.14                                    25.3624566
0.15                                    23.2843583
0.16                                    24.8382603
0.17                                    21.838876
0.18                                    28.9908379
0.19                                    28.8533046
0.2                                     28.5362838
0.21                                    32.244667
0.22                                    21.1097849
0.23                                    22.0836795
0.24                                    28.4040632
0.25                                    25.7726894
0.26                                    28.9874757
0.27                                    29.445297
0.28                                    28.3467729
0.29                                    25.1225966
0.3                                     28.6315535
0.31                                    22.7154826
0.32                                    26.2033215
0.33                                    29.5731477
0.34                                    23.3392815
0.35                                    28.8228795
0.36                                    25.658564
0.37                                    27.01008
0.38                                    26.2848748
0.39                                    27.9808951
0.4                                     31.4684778
0.41                                    23.4251401
0.42                                    30.8920125
0.43                                    27.2224761
0.44                                    27.2663827
0.45                                    28.1200224
0.46                                    28.5596234
0.47                                    27.9780243
0.48                                    26.4227532
0.49                                    31.2062543
0.5                                     27.7241773
0.51                                    29.2114648
0.52                                    27.7472854
0.53                                    22.2977112
0.54                                    29.913059
0.55                                    26.6305589
0.56                                    22.0721319
0.57                                    33.1803378
0.58                                    27.9919218
0.59                                    30.6435961
0.6                                     26.2213992
0.61                                    26.4494601
0.62                                    30.4700597
0.63                                    17.1284198
0.64                                    34.3766998
0.65                                    30.7068006
0.66                                    28.8156433
0.67                                    34.6901391
0.68                                    27.6783443
0.69                                    27.2557352
0.7                                     28.5726784
0.71                                    32.1225664
0.72                                    32.6629234
0.73                                    31.3901639
0.74                                    29.7317359
0.75                                    33.0052803
0.76                                    29.6602963
0.77                                    29.9886863
0.78                                    33.1672243
0.79                                    28.6966581
0.8                                     30.636846
0.81                                    26.9839542
0.82                                    26.9328466
0.83                                    27.207209
0.84                                    28.6854891
0.85                                    31.2715095
0.86                                    28.5277905
0.87                                    32.8615081
0.88                                    26.8985704
0.89                                    35.0860266
0.9                                     30.4444273
0.91                                    26.4763672
0.92                                    35.8671242
0.93                                    31.6952757
0.94                                    32.8537449
0.95                                    32.0100095
0.96                                    29.0062998
0.97                                    33.7536051
0.98                                    30.3335118
0.99                                    35.2464973
1.0                                     31.7033215


# Pore Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.6801826
0.02                                    0.6992429
0.03                                    0.6716775
0.04                                    0.6664568
0.05                                    0.6506284
0.06                                    0.6712882
0.07                                    0.6256056
0.08                                    0.6586601
0.09                                    0.6473125
0.1                                     0.6754254
0.11                                    0.6597288
0.12                                    0.6688857
0.13                                    0.6576215
0.14                                    0.683683
0.15                                    0.6858781
0.16                                    0.7052727
0.17                                    0.6839064
0.18                                    0.656806
0.19                                    0.667108
0.2                                     0.6730537
0.21                                    0.6887369
0.22                                    0.6780839
0.23                                    0.6755843
0.24                                    0.7146746
0.25                                    0.64228
0.26                                    0.6538899
0.27                                    0.6737429
0.28                                    0.713014
0.29                                    0.6742283
0.3                                     0.691349
0.31                                    0.6745535
0.32                                    0.6925725
0.33                                    0.692273
0.34                                    0.7192329
0.35                                    0.6984103
0.36                                    0.7227184
0.37                                    0.6781474
0.38                                    0.6938189
0.39                                    0.678144
0.4                                     0.6991721
0.41                                    0.6800629
0.42                                    0.6613438
0.43                                    0.7074537
0.44                                    0.7001713
0.45                                    0.6975817
0.46                                    0.6798825
0.47                                    0.685968
0.48                                    0.6734155
0.49                                    0.7094236
0.5                                     0.7171211
0.51                                    0.7048703
0.52                                    0.6964889
0.53                                    0.7044041
0.54                                    0.6950456
0.55                                    0.7098134
0.56                                    0.704649
0.57                                    0.7030003
0.58                                    0.6578921
0.59                                    0.7014189
0.6                                     0.6822305
0.61                                    0.6830237
0.62                                    0.6688545
0.63                                    0.7046723
0.64                                    0.6805255
0.65                                    0.7029544
0.66                                    0.7172891
0.67                                    0.6373857
0.68                                    0.7134875
0.69                                    0.7262609
0.7                                     0.7097428
0.71                                    0.6972881
0.72                                    0.7116144
0.73                                    0.6831101
0.74                                    0.6957881
0.75                                    0.6794988
0.76                                    0.7331086
0.77                                    0.6986409
0.78                                    0.6884884
0.79                                    0.7150827
0.8                                     0.6624908
0.81                                    0.6899542
0.82                                    0.7288871
0.83                                    0.6909762
0.84                                    0.6819061
0.85                                    0.7126359
0.86                                    0.7066576
0.87                                    0.7049603
0.88                                    0.7477224
0.89                                    0.695787
0.9                                     0.7202667
0.91                                    0.7063311
0.92                                    0.7171566
0.93                                    0.6980516
0.94                                    0.6758516
0.95                                    0.710137
0.96                                    0.747171
0.97                                    0.7425277
0.98                                    0.7278726
0.99                                    0.7566254
1.0                                     0.754995


# Grain Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.7032028
0.02                                    0.6490481
0.03                                    0.6944177
0.04                                    0.7075225
0.05                                    0.665485
0.06                                    0.5473154
0.07                                    0.6870795
0.08                                    0.7175564
0.09                                    0.6968829
0.1                                     0.7058543
0.11                                    0.6942291
0.12                                    0.68567
0.13                                    0.6995777
0.14                                    0.6945821
0.15                                    0.674714
0.16                                    0.679599
0.17                                    0.6910796
0.18                                    0.7301671
0.19                                    0.700496
0.2                                     0.6887523
0.21                                    0.7072577
0.22                                    0.708529
0.23                                    0.6845952
0.24                                    0.7213329
0.25                                    0.7146228
0.26                                    0.7206509
0.27                                    0.7141548
0.28                                    0.6817732
0.29                                    0.7392746
0.3                                     0.7095545
0.31                                    0.6987077
0.32                                    0.7314781
0.33                                    0.7098361
0.34                                    0.6691118
0.35                                    0.6889524
0.36                                    0.715319
0.37                                    0.7199326
0.38                                    0.7434568
0.39                                    0.7215537
0.4                                     0.7394683
0.41                                    0.6742427
0.42                                    0.7260357
0.43                                    0.7432169
0.44                                    0.6956356
0.45                                    0.7213557
0.46                                    0.7304653
0.47                                    0.7310843
0.48                                    0.7160645
0.49                                    0.7413902
0.5                                     0.7451715
0.51                                    0.6982441
0.52                                    0.7162475
0.53                                    0.7293969
0.54                                    0.7340053
0.55                                    0.7390711
0.56                                    0.7433972
0.57                                    0.7285039
0.58                                    0.7328514
0.59                                    0.7256276
0.6                                     0.7277116
0.61                                    0.7094174
0.62                                    0.7316513
0.63                                    0.7220798
0.64                                    0.7391586
0.65                                    0.7560182
0.66                                    0.7826388
0.67                                    0.7009995
0.68                                    0.7493334
0.69                                    0.7391241
0.7                                     0.7376956
0.71                                    0.7632809
0.72                                    0.7524527
0.73                                    0.7200683
0.74                                    0.7561748
0.75                                    0.8559082
0.76                                    0.7298711
0.77                                    0.7298774
0.78                                    0.7234485
0.79                                    0.7115343
0.8                                     0.7194775
0.81                                    0.7459505
0.82                                    0.724406
0.83                                    0.7515261
0.84                                    0.7828041
0.85                                    0.7198508
0.86                                    0.7339345
0.87                                    0.7205158
0.88                                    0.7262287
0.89                                    0.7230788
0.9                                     0.7138098
0.91                                    0.7554428
0.92                                    0.7843364
0.93                                    0.7434553
0.94                                    0.7385915
0.95                                    0.7128182
0.96                                    0.802135
0.97                                    0.8079162
0.98                                    0.791333
0.99                                    0.7876042
1.0                                     0.8107058


# Grain Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    105.9752497
0.02                                    121.8575962
0.03                                    106.3959402
0.04                                    123.8113009
0.05                                    117.3308212
0.06                                    131.3942214
0.07                                    121.9070586
0.08                                    124.6534499
0.09                                    120.9284765
0.1                                     149.4797921
0.11                                    139.5384552
0.12                                    133.3082804
0.13                                    152.6831603
0.14                                    136.6437993
0.15                                    139.0214601
0.16                                    123.644042
0.17                                    129.9693121
0.18                                    138.8339763
0.19                                    128.6227874
0.2                                     143.2085195
0.21                                    143.1907609
0.22                                    115.0712845
0.23                                    129.8661237
0.24                                    128.4394484
0.25                                    148.7286885
0.26                                    136.6198398
0.27                                    147.2934623
0.28                                    152.4324627
0.29                                    136.5108294
0.3                                     134.2688337
0.31                                    135.3697936
0.32                                    146.758162
0.33                                    118.5511584
0.34                                    145.7143788
0.35                                    131.526332
0.36                                    148.8578588
0.37                                    123.4389847
0.38                                    141.0194644
0.39                                    156.7682657
0.4                                     139.1980642
0.41                                    142.3242847
0.42                                    140.8909044
0.43                                    137.0554411
0.44                                    156.7350798
0.45                                    120.3044221
0.46                                    166.4875383
0.47                                    157.3283534
0.48                                    156.8225082
0.49                                    143.8845139
0.5                                     136.0626136
0.51                                    100.988977
0.52                                    158.761067
0.53                                    150.6589115
0.54                                    150.1373826
0.55                                    163.3845044
0.56                                    131.7449031
0.57                                    130.7055086
0.58                                    138.1641765
0.59                                    148.7706593
0.6                                     149.676032
0.61                                    149.2461989
0.62                                    157.5294836
0.63                                    140.094008
0.64                                    134.240877
0.65                                    150.4578451
0.66                                    137.0496403
0.67                                    150.0335638
0.68                                    127.1929541
0.69                                    159.4983617
0.7                                     156.875834
0.71                                    146.1657613
0.72                                    151.1006712
0.73                                    148.817933
0.74                                    122.600085
0.75                                    143.0337914
0.76                                    144.9447812
0.77                                    147.0603869
0.78                                    161.4447236
0.79                                    141.4902939
0.8                                     144.5024512
0.81                                    141.9093335
0.82                                    154.2358791
0.83                                    144.254804
0.84                                    148.0196995
0.85                                    154.2348411
0.86                                    161.1980257
0.87                                    152.5893796
0.88                                    136.2671181
0.89                                    146.0709401
0.9                                     153.6331453
0.91                                    155.36791
0.92                                    153.6713314
0.93                                    140.8496478
0.94                                    153.9506374
0.95                                    151.1544898
0.96                                    152.8306607
0.97                                    166.897354
0.98                                    140.6425368
0.99                                    144.2597368
1.0                                     161.0937655
